parm_i,parm_j,v
c.indp2#c.indf1#c.FD_temp2,_cons,-5.04636701300e-06
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_temp1,8.25961456599e-09
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_temp2,-1.21912631995e-11
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_temp1,-3.67175495873e-19
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_temp2,1.17582090694e-20
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_precip1,5.55524205946e-11
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_precip2,-3.03006929706e-14
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_precip1,-1.94802931636e-23
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_precip2,1.27616843326e-26
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_I1lgdppc_MA15,4.11244971537e-07
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_I2lgdppc_MA15,2.91407640259e-07
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_I1lgdppc_MA15,-6.60047919510e-19
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_I2lgdppc_MA15,1.07870640828e-20
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I1temp1,-3.00482799057e-09
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I1temp2,7.35972469889e-11
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I2temp1,1.24917475032e-10
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I2temp2,4.59626066487e-11
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I1temp1,-3.20004401386e-19
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I1temp2,1.30733061778e-20
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I2temp1,4.43280524648e-19
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I2temp2,-1.82381995800e-20
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_yeartemp1,-4.15595415931e-12
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_yeartemp2,6.94630069103e-15
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_yeartemp1,1.94531069378e-22
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_yeartemp2,-6.00484949372e-24
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp1,1.49318775735e-12
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp2,-3.65219541922e-14
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp1,-5.20227278891e-14
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp2,-2.36284134280e-14
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp1,1.68414680285e-22
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp2,-6.37735979123e-24
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp1,-2.41497303422e-22
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp2,9.35959866270e-24
c.indp1#c.indf1#c.FD_precip1,DumIncG1F1P1,-1.12084436656e-06
c.indp1#c.indf1#c.FD_precip1,o.DumIncG2F1P1,0
c.indp1#c.indf1#c.FD_precip1,DumIncG1F1P2,4.90612455021e-18
c.indp1#c.indf1#c.FD_precip1,o.DumIncG2F1P2,0
c.indp1#c.indf1#c.FD_precip1,_cons,3.29712325273e-08
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_temp1,-1.41785895605e-11
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_temp2,2.32645097074e-13
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_temp1,2.48825326307e-22
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_temp2,-7.90414246013e-24
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_precip1,-3.03006929706e-14
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_precip2,3.48704902130e-17
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_precip1,1.11103683699e-26
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_precip2,-7.50769973520e-30
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_I1lgdppc_MA15,-2.25013980800e-10
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_I2lgdppc_MA15,-8.24244531976e-11
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_I1lgdppc_MA15,5.81158739039e-22
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_I2lgdppc_MA15,-9.39560345316e-23
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I1temp1,1.04860790774e-13
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I1temp2,7.51727519696e-15
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I2temp1,1.21065281985e-11
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I2temp2,-3.96011398441e-13
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I1temp1,1.95581198566e-22
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I1temp2,-7.96133645488e-24
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I2temp1,-3.05649534918e-22
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I2temp2,1.23337412998e-23
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_yeartemp1,7.11902992083e-15
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_yeartemp2,-1.16811714266e-16
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_yeartemp1,-1.28714853607e-25
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_yeartemp2,4.03428006290e-27
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp1,-4.89274806414e-17
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp2,-3.77292346942e-18
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp1,-6.08199054638e-15
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp2,1.98431747626e-16
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp1,-1.04477527086e-25
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp2,3.94001668147e-27
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp1,1.63033579937e-25
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp2,-6.34932249123e-27
c.indp1#c.indf1#c.FD_precip2,DumIncG1F1P1,1.32377523390e-09
c.indp1#c.indf1#c.FD_precip2,o.DumIncG2F1P1,0
c.indp1#c.indf1#c.FD_precip2,DumIncG1F1P2,-5.21639434247e-21
c.indp1#c.indf1#c.FD_precip2,o.DumIncG2F1P2,0
c.indp1#c.indf1#c.FD_precip2,_cons,-3.33476172773e-11
c.indp2#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_temp1,-3.47465991748e-19
c.indp2#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_temp2,1.33536602309e-20
c.indp2#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_temp1,2.30029819029e-07
c.indp2#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_temp2,-8.76776067062e-09
c.indp2#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_precip1,-1.94802931636e-23
c.indp2#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_precip2,1.11103683699e-26
c.indp2#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_precip1,4.86535323487e-09
c.indp2#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_precip2,-2.52607321145e-12
c.indp2#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_I1lgdppc_MA15,1.15137971718e-18
c.indp2#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_I2lgdppc_MA15,-3.11860856292e-18
c.indp2#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_I1lgdppc_MA15,1.51508036188e-06
